,Text,Positive,Negative,Neutral,Compound,Username,Time Zone,Timestamp,Time,Year,Month,Day,Hour,Minute
5898,i've just watched episode s01e06 of the good doctor! https://t.co/eufz76xyii #tvtime https://t.co/3fkjk5ywhj,0.225,0.0,0.775,0.4926,bIacklantern,Pacific Time (US & Canada),1.51036e+12,11/10/17 16:31,2017,11,10,16,31
5899,patrick del twinning with the good doctor _Ÿ‘Œ @delpechitrafam #goggleboxau https://t.co/q1qywxhxzz,0.225,0.0,0.775,0.4404,GoggleboxAU,None,1.51036e+12,11/10/17 17:00,2017,11,10,17,0
5900,i've just watched episode s01e05 of the good doctor! https://t.co/sl4pfoxeec #tvtime https://t.co/u8vz1kcntl,0.225,0.0,0.775,0.4926,Otaku_fhaed,Atlantic Time (Canada),1.51036e+12,11/10/17 17:05,2017,11,10,17,5
5901,i've just watched episode s01e05 of the good doctor! #gooddoctor https://t.co/s7pupqicfs #tvtime,0.225,0.0,0.775,0.4926,badmaconha,Santiago,1.51036e+12,11/10/17 17:08,2017,11,10,17,8
5902,marquei como visto the good doctor - 1x1 - burnt food https://t.co/elr0sbrq8o #bancodeseries,0.225,0.0,0.775,0.4404,_sanzinha_,Brasilia,1.51036e+12,11/10/17 17:19,2017,11,10,17,19
5903,marquei como visto the good doctor - 1x2 - mount rushmore https://t.co/qnrxgqz0oe #bancodeseries,0.225,0.0,0.775,0.4404,_sanzinha_,Brasilia,1.51036e+12,11/10/17 17:19,2017,11,10,17,19
5904,i've just watched episode s01e01 of the good doctor! https://t.co/mwjbewbwzn #tvtime https://t.co/oxyvsglui3,0.225,0.0,0.775,0.4926,so4away,Brasilia,1.51036e+12,11/10/17 17:48,2017,11,10,17,48
5905,marquei como visto the good doctor - 1x1 - burnt food https://t.co/xboxhppnnv #bancodeseries,0.225,0.0,0.775,0.4404,beatlesdger,Brasilia,1.51037e+12,11/10/17 18:28,2017,11,10,18,28
5906,marquei como visto the good doctor - 1x2 - mount rushmore https://t.co/9yz0vmrhby #bancodeseries,0.225,0.0,0.775,0.4404,beatlesdger,Brasilia,1.51037e+12,11/10/17 18:28,2017,11,10,18,28
5908,â€˜this is better than having a baby in my carâ€™  #thegooddoctor @skylivinghd,0.225,0.0,0.775,0.4404,angelathompson5,None,1.51039e+12,11/11/17 0:12,2017,11,11,0,12
5909,i've just watched episode s01e06 of the good doctor! https://t.co/5mxtwdaze3 #tvtime https://t.co/ueapll7ehn,0.225,0.0,0.775,0.4926,Otaku_fhaed,Atlantic Time (Canada),1.51039e+12,11/11/17 1:42,2017,11,11,1,42
5910,i've just watched episode s01e01 of the good doctor! https://t.co/nlk3dacgjl #tvtime https://t.co/vnont4srly,0.225,0.0,0.775,0.4926,dir_nino,Moscow,1.51039e+12,11/11/17 1:51,2017,11,11,1,51
5911,@dollar_twasts the show iâ€™m addicted to is the good doctor https://t.co/d1t37brgas,0.225,0.0,0.775,0.4404,SaraMichelleDev,Sydney,1.5104e+12,11/11/17 2:51,2017,11,11,2,51
5912,marquei como visto the good doctor - 1x2 - mount rushmore https://t.co/bafnjev2h5 #bancodeseries,0.225,0.0,0.775,0.4404,_MarcSilva,Brasilia,1.5104e+12,11/11/17 3:39,2017,11,11,3,39
5914,i've just watched episode oliver  the good doctor s01e03 https://t.co/w5hkskkjrj #tvtime,0.225,0.0,0.775,0.4404,carolxpascoal,Pacific Time (US & Canada),1.51041e+12,11/11/17 6:49,2017,11,11,6,49
5915,i've just watched episode s01e03 of the good doctor! https://t.co/ozw7wbaxav #tvtime https://t.co/xg9xvajqbr,0.225,0.0,0.775,0.4926,eIvspresley,Pacific Time (US & Canada),1.51041e+12,11/11/17 7:27,2017,11,11,7,27
5916,i've just watched episode s01e04 of the good doctor! https://t.co/ftrk8laivt #tvtime https://t.co/0pqjergegd,0.225,0.0,0.775,0.4926,eIvspresley,Pacific Time (US & Canada),1.51042e+12,11/11/17 8:13,2017,11,11,8,13
5917,if youâ€™re into medical shows  watch the good doctor on hulu,0.225,0.0,0.775,0.4404,zbark13,Eastern Time (US & Canada),1.51042e+12,11/11/17 8:33,2017,11,11,8,33
5918,i've just watched episode s01e06 of the good doctor! https://t.co/7yxx39akm6 #tvtime https://t.co/4xpmwjcu30,0.225,0.0,0.775,0.4926,Kadie122,Eastern Time (US & Canada),1.51042e+12,11/11/17 9:25,2017,11,11,9,25
5919,i've just watched episode s01e02 of the good doctor! https://t.co/jrppvehove #tvtime https://t.co/zxsrodlwot,0.225,0.0,0.775,0.4926,FDDGH2013,None,1.51042e+12,11/11/17 10:16,2017,11,11,10,16
5920,i've just watched episode s01e02 of the good doctor! https://t.co/romoccqyxs #tvtime https://t.co/u4qgqlqrvd,0.225,0.0,0.775,0.4926,dir_nino,Moscow,1.51043e+12,11/11/17 10:44,2017,11,11,10,44
5921,i've just watched episode s01e06 of the good doctor! https://t.co/wogmlh1rew #tvtime https://t.co/vss0rq0w20,0.225,0.0,0.775,0.4926,GALAXYDEF3NDER,Greenland,1.51043e+12,11/11/17 11:39,2017,11,11,11,39
5922,i've just watched episode s01e04 of the good doctor! https://t.co/lkgo75v1v2 #tvtime https://t.co/8sbvo6rrv5,0.225,0.0,0.775,0.4926,dir_nino,Moscow,1.51043e+12,11/11/17 12:26,2017,11,11,12,26
5923,the good doctor 1x07: browne vs shaun? | video #thegooddoctor https://t.co/hptd2jqljf https://t.co/zmuz9q5fgj,0.225,0.0,0.775,0.4404,Tutto_tv,Pacific Time (US & Canada),1.51044e+12,11/11/17 13:19,2017,11,11,13,19
5924,i've just watched episode s01e05 of the good doctor! https://t.co/rfxiod1l1l #tvtime https://t.co/4ptu1bg3me,0.225,0.0,0.775,0.4926,iradeef,Riyadh,1.51044e+12,11/11/17 13:45,2017,11,11,13,45
5925,i've just watched episode s01e02 of the good doctor! https://t.co/hf7t13usei #tvtime https://t.co/t8yea8fglz,0.225,0.0,0.775,0.4926,mandsuk,Brasilia,1.51044e+12,11/11/17 13:51,2017,11,11,13,51
5926,fÃ£s de:  demi lovato the vampire diaries the originals stranger things pretty little liars the good doctor 13 reasoâ€_ https://t.co/w9szodr6y6,0.225,0.12,0.655,0.4077,petrovalie,Mid-Atlantic,1.51044e+12,11/11/17 14:38,2017,11,11,14,38
5927,i've just watched episode s01e04 of the good doctor! #gooddoctor  https://t.co/by8ofgiidp #tvtime,0.225,0.0,0.775,0.4926,blackpinah,Belgrade,1.51044e+12,11/11/17 14:42,2017,11,11,14,42
5928,the latest nerdgasm news! https://t.co/s1dy2jysm9 thanks to @ebonymag @agentmayday @tinytempest #jasonpero #thegooddoctor,0.225,0.0,0.775,0.4926,NerdgasmNoire,Pacific Time (US & Canada),1.51044e+12,11/11/17 15:04,2017,11,11,15,4
5929,"@just1doctorwala can understand. do u watch ""the good doctor"" by any chance?...",0.225,0.0,0.775,0.4404,gbz2016,None,1.51044e+12,11/11/17 15:41,2017,11,11,15,41
5930,quick hits: macgyver season 2  the good doctor  star season 2 castings https://t.co/nmrhklrr5i,0.225,0.0,0.775,0.4404,ATisdaleUpdate,Pacific Time (US & Canada),1.51045e+12,11/11/17 16:32,2017,11,11,16,32
5931,i've just watched episode s01e01 of the good doctor! #gooddoctor https://t.co/1pao3bdht7 #tvtime,0.225,0.0,0.775,0.4926,ripsmyouthw,Brasilia,1.51045e+12,11/11/17 16:43,2017,11,11,16,43
5932,i've just watched episode s01e05 of the good doctor! https://t.co/atldhzxlur #tvtime https://t.co/jninqqk5xj,0.225,0.0,0.775,0.4926,Sn0wWh1teQu33n,None,1.51045e+12,11/11/17 17:04,2017,11,11,17,4
5933,marquei como visto the good doctor - 1x1 - burnt food https://t.co/xw3ai2sh2c #bancodeseries,0.225,0.0,0.775,0.4404,saxhay,Mid-Atlantic,1.51045e+12,11/11/17 17:43,2017,11,11,17,43
5934,does the good doctor have anything that can fix the yips?,0.225,0.0,0.775,0.4404,tyhildenbrandt,Eastern Time (US & Canada),1.51045e+12,11/11/17 18:30,2017,11,11,18,30
5935,the latest the proficiencyltd daily! https://t.co/brorihxqz4 thanks to @laweeklystreet @mayorofla #nastywomen #thegooddoctor,0.225,0.0,0.775,0.4926,BuildersCompany,London,1.51046e+12,11/11/17 19:24,2017,11,11,19,24
5937,i've just watched episode s01e06 of the good doctor! https://t.co/9rr65fcsbm #tvtime https://t.co/vpcdo9vpi9,0.225,0.0,0.775,0.4926,zident,Bangkok,1.50978e+12,11/4/17 1:01,2017,11,4,1,1
5938,i've just watched episode s01e05 of the good doctor! https://t.co/mvqxvtmw5g #tvtime https://t.co/ars0gmymf1,0.225,0.0,0.775,0.4926,dollarskians,Hawaii,1.50979e+12,11/4/17 3:27,2017,11,4,3,27
5939,i've just watched episode s01e06 of the good doctor! https://t.co/iqgjdocdlk #tvtime https://t.co/wp6mvypq3o,0.225,0.0,0.775,0.4926,ghadoor_42,None,1.50979e+12,11/4/17 3:29,2017,11,4,3,29
5940,#nw the good doctor this show has me on edge. _Ÿ˜±,0.225,0.0,0.775,0.4404,suckerforcoffe,None,1.50979e+12,11/4/17 4:21,2017,11,4,4,21
5941,i've just watched episode s01e06 of the good doctor! https://t.co/41p84yyegl #tvtime https://t.co/gm3sdcido2,0.225,0.0,0.775,0.4926,marceloprofis,Brasilia,1.5098e+12,11/4/17 5:56,2017,11,4,5,56
5942,@linda_mul86 i am just watching the good doctor on the abc app,0.225,0.0,0.775,0.4404,angelchick736,Eastern Time (US & Canada),1.5098e+12,11/4/17 5:57,2017,11,4,5,57
5943,i've just watched episode s01e05 of the good doctor! #gooddoctor https://t.co/qo24v4ackw #tvtime,0.225,0.0,0.775,0.4926,ahmad11710,None,1.5098e+12,11/4/17 6:15,2017,11,4,6,15
5944,i've just watched episode s01e06 of the good doctor! #gooddoctor  https://t.co/ejbilimpj3 #tvtime,0.225,0.0,0.775,0.4926,SchirleyJaniceK,Greenland,1.5098e+12,11/4/17 6:15,2017,11,4,6,15
5945,gonna watch the good doctor and nak habis kan stranger things,0.225,0.0,0.775,0.4404,zimamamer,Beijing,1.5098e+12,11/4/17 6:20,2017,11,4,6,20
5946,i've just watched episode s01e01 of the good doctor! #gooddoctor  https://t.co/j2hoe2dl9w #tvtime,0.225,0.0,0.775,0.4926,AliALShamraniA,Riyadh,1.5098e+12,11/4/17 6:36,2017,11,4,6,36
5947,everybody should watch the good doctor (korean ver and eng ver),0.225,0.0,0.775,0.4404,Brandleythe_Cat,None,1.50981e+12,11/4/17 7:46,2017,11,4,7,46
5948,i've just watched episode s01e06 of the good doctor! https://t.co/ogbzn2g18q #tvtime https://t.co/pwzh5zqzxq,0.225,0.0,0.775,0.4926,riberotais,Brasilia,1.50981e+12,11/4/17 8:03,2017,11,4,8,3
5949,acabou de assistir s01e06 de the good doctor! #gooddoctor  https://t.co/lv9bxclqae #tvtime https://t.co/o3qyxoafqd,0.225,0.0,0.775,0.4926,Thiagomess,Brasilia,1.50981e+12,11/4/17 8:15,2017,11,4,8,15
5950,tenho que atualizar htgawm outlander this is us e the good doctor,0.225,0.0,0.775,0.4404,tnbhude,Brasilia,1.50981e+12,11/4/17 8:18,2017,11,4,8,18
5951,i've just watched episode s01e06 of the good doctor! https://t.co/5qfwm9gmtd #tvtime https://t.co/wea4dibzep,0.225,0.0,0.775,0.4926,hpfly,Beijing,1.50981e+12,11/4/17 8:28,2017,11,4,8,28
5952,i've just watched episode s01e06 of the good doctor! https://t.co/sjgqdquvvf #tvtime https://t.co/9idtwmahxc,0.225,0.0,0.775,0.4926,KaRoLiNNa,Greenland,1.50981e+12,11/4/17 8:35,2017,11,4,8,35
5953,i've just watched episode s01e06 of the good doctor! https://t.co/itsyiq3ohe #tvtime https://t.co/ivch4bx9lh,0.225,0.0,0.775,0.4926,unkissmme,Pacific Time (US & Canada),1.50981e+12,11/4/17 8:39,2017,11,4,8,39
5954,i've just watched episode s01e03 of the good doctor! https://t.co/ozps022mlu #tvtime https://t.co/rhmk9uztsk,0.225,0.0,0.775,0.4926,luuhhmartins,Brasilia,1.50981e+12,11/4/17 9:01,2017,11,4,9,1
5955,i've just watched episode s01e06 of the good doctor! https://t.co/vhrb5kk4g9 #tvtime https://t.co/h0i2nbvcyx,0.225,0.0,0.775,0.4926,elossr,Pacific Time (US & Canada),1.50981e+12,11/4/17 9:06,2017,11,4,9,6
5956,i've just watched episode s01e04 of the good doctor! https://t.co/ybwftwvnuv #tvtime https://t.co/c6onfvtk3y,0.225,0.0,0.775,0.4926,lmjflyler,London,1.50982e+12,11/4/17 10:05,2017,11,4,10,5
5957,i've just watched episode s01e06 of the good doctor! https://t.co/dk6c8nvske #tvtime https://t.co/okhbjjgsxc,0.225,0.0,0.775,0.4926,idkwhatsays,Belgrade,1.50982e+12,11/4/17 10:06,2017,11,4,10,6
5958,i've just watched episode s01e06 of the good doctor! https://t.co/cuknfgcw2d #tvtime https://t.co/kerfmjbq9w,0.225,0.0,0.775,0.4926,CaughtBird,Bratislava,1.50982e+12,11/4/17 10:11,2017,11,4,10,11
5959,i've just watched episode s01e06 of the good doctor! https://t.co/utygjpvoat #tvtime https://t.co/z9ypmvtlwj,0.225,0.0,0.775,0.4926,Ttslady518,Pacific Time (US & Canada),1.50982e+12,11/4/17 10:24,2017,11,4,10,24
5960,i've just watched episode s01e06 of the good doctor! #gooddoctor https://t.co/b8wlqddxdb #tvtime,0.225,0.0,0.775,0.4926,ItsAmazaynx,Paris,1.50982e+12,11/4/17 10:36,2017,11,4,10,36
5961,the first episode of the good doctor got me cryin _Ÿ˜©_Ÿ˜©_Ÿ˜©_Ÿ˜¢,0.225,0.0,0.775,0.4404,shesa_angel,Central Time (US & Canada),1.50982e+12,11/4/17 10:39,2017,11,4,10,39
5963,i've just watched episode s01e06 of the good doctor! https://t.co/zkc7elhnrc #tvtime https://t.co/x0jph7zdvu,0.225,0.0,0.775,0.4926,ranasylum,None,1.50982e+12,11/4/17 10:48,2017,11,4,10,48
5964,marquei como visto the good doctor - 1x2 - mount rushmore https://t.co/qvmrnuv5bf #bancodeseries,0.225,0.0,0.775,0.4404,sendotariaa,Brasilia,1.50982e+12,11/4/17 11:15,2017,11,4,11,15
5965,i've just watched episode s01e06 of the good doctor! #gooddoctor https://t.co/5mmj6jktiq #tvtime,0.225,0.0,0.775,0.4926,vampiresanchor,None,1.50982e+12,11/4/17 11:29,2017,11,4,11,29
5966,i've just watched episode s01e02 of the good doctor! https://t.co/o48dhypaqp #tvtime https://t.co/54benmvgxd,0.225,0.0,0.775,0.4926,MohaAljr,Riyadh,1.50982e+12,11/4/17 11:41,2017,11,4,11,41
5967,i've just watched episode s01e06 of the good doctor! #gooddoctor  https://t.co/fqewtkwuzt #tvtime,0.225,0.0,0.775,0.4926,iChrooss,London,1.50982e+12,11/4/17 11:50,2017,11,4,11,50
5968,thereâ€™s nothing holding me back on the good doctor aaaaahhh @shawnmendes,0.225,0.0,0.775,0.4404,dmnsIvtr,Pacific Time (US & Canada),1.50982e+12,11/4/17 12:17,2017,11,4,12,17
5969,i've just watched episode s01e06 of the good doctor! https://t.co/ymssa0jsl1 #tvtime https://t.co/ygkqsanz19,0.225,0.0,0.775,0.4926,targaryensz,Eastern Time (US & Canada),1.50982e+12,11/4/17 12:24,2017,11,4,12,24
5970,i've just watched episode s01e04 of the good doctor! https://t.co/n51zz1t30e #tvtime https://t.co/i4p0koymvu,0.225,0.0,0.775,0.4926,MohaAljr,Riyadh,1.50982e+12,11/4/17 12:27,2017,11,4,12,27
5971,i've just watched episode s01e02 of the good doctor! https://t.co/jippxbn14e #tvtime https://t.co/ywafny0z9k,0.225,0.0,0.775,0.4926,Almeerra,Budapest,1.50982e+12,11/4/17 12:39,2017,11,4,12,39
5973,just watched the good doctor for the first time and i'm hooked!,0.225,0.0,0.775,0.4926,frankee_562,None,1.50983e+12,11/4/17 12:56,2017,11,4,12,56
5974,i've just watched episode s01e05 of the good doctor! #gooddoctor https://t.co/iosjauccnf #tvtime,0.225,0.0,0.775,0.4926,adnanomarbokhar,None,1.50983e+12,11/4/17 13:01,2017,11,4,13,1
5975,i've just watched episode s01e06 of the good doctor! https://t.co/whvya7qlzp #tvtime https://t.co/jckybpx8no,0.225,0.0,0.775,0.4926,fetishdicaprio,Pacific Time (US & Canada),1.50983e+12,11/4/17 13:03,2017,11,4,13,3
5976,i've just watched episode s01e05 of the good doctor! https://t.co/azyslp82or #tvtime https://t.co/wyv9ox15lu,0.225,0.0,0.775,0.4926,fetishdicaprio,Pacific Time (US & Canada),1.50983e+12,11/4/17 13:03,2017,11,4,13,3
5977,acabei de assistir s01e06 of the good doctor! #gooddoctor  https://t.co/sgkz1w9z3o #tvtime https://t.co/b3q2zatvay,0.225,0.0,0.775,0.4926,Fraanaugustin,None,1.50983e+12,11/4/17 13:15,2017,11,4,13,15
5978,i've just watched episode s01e04 of the good doctor! https://t.co/rwypulfcy3 #tvtime https://t.co/yppbewfmsp,0.225,0.0,0.775,0.4926,AprilBaker,Eastern Time (US & Canada),1.50983e+12,11/4/17 13:22,2017,11,4,13,22
5979,i've just watched s01e06 of the good doctor . #gooddoctor https://t.co/askhtzwio6 #tvtime,0.225,0.0,0.775,0.4404,mimimimari,Santiago,1.50983e+12,11/4/17 13:26,2017,11,4,13,26
5980,i've just watched episode s01e04 of the good doctor! https://t.co/0nxialphgf #tvtime https://t.co/knmctgxkds,0.225,0.0,0.775,0.4926,Almeerra,Budapest,1.50983e+12,11/4/17 14:07,2017,11,4,14,7
5981,i've just watched episode s01e06 of the good doctor! https://t.co/k8haiwm4kc #tvtime https://t.co/lpnjtryypr,0.225,0.0,0.775,0.4926,ii3zzxx,None,1.50983e+12,11/4/17 14:11,2017,11,4,14,11
5982,i've just watched episode s01e05 of the good doctor! #gooddoctor  https://t.co/unenfhchzn #tvtime,0.225,0.0,0.775,0.4926,Futaim_,Abu Dhabi,1.50983e+12,11/4/17 14:18,2017,11,4,14,18
5983,resumo do dia: grey's  young sheldon  the good doctor e black mirror.,0.225,0.0,0.775,0.4404,taahlima9,Brasilia,1.50983e+12,11/4/17 14:31,2017,11,4,14,31
5984,i've just watched episode s01e06 of the good doctor! https://t.co/cfeipg9ja8 #tvtime https://t.co/8cr08vm9oq,0.225,0.0,0.775,0.4926,reinaremis,None,1.50983e+12,11/4/17 14:59,2017,11,4,14,59
5985,i've just watched episode s01e06 the good doctor  https://t.co/n76muiivrb #tvtime https://t.co/grk4eltmcu,0.225,0.0,0.775,0.4404,ccabexllo,Brasilia,1.50983e+12,11/4/17 15:07,2017,11,4,15,7
5986,i've just watched episode s01e06 of the good doctor! #gooddoctor  https://t.co/ursazr3qir #tvtime,0.225,0.0,0.775,0.4926,Futaim_,Abu Dhabi,1.50983e+12,11/4/17 15:13,2017,11,4,15,13
5987,i've just watched episode s01e05 of the good doctor! https://t.co/sjtkayygyc #tvtime https://t.co/lc36l3j0kc,0.225,0.0,0.775,0.4926,AprilBaker,Eastern Time (US & Canada),1.50983e+12,11/4/17 15:30,2017,11,4,15,30
5991,i just watched the first episode of the good doctor  and iï¸è think iï¸è cried 4 times already. why am iï¸è like this???_Ÿ˜©_Ÿ˜©_Ÿ˜©,0.224,0.098,0.678,0.5171,kaelafornell,Central Time (US & Canada),1.50995e+12,11/5/17 22:00,2017,11,5,22,0
6000,like how shaun macgyvered an idea by using slushie mix instead of ice for the liver :p #thegooddoctor #macgyver,0.224,0.0,0.776,0.5994,HawaiiFive0_OZ,Sydney,1.51005e+12,11/7/17 2:09,2017,11,7,2,9
6001,waiting anxiously for today's scorpion overnight ratings. no monday ep of the good doctor. did scorpion pick up viewers? hope so!,0.224,0.151,0.625,0.4574,tvfan00,Eastern Time (US & Canada),1.51006e+12,11/7/17 4:32,2017,11,7,4,32
6004,the first episode of the good doctor already got me crying. y'all ain't even have to make a show this good,0.224,0.12,0.656,0.4019,ayannawren,None,1.51034e+12,11/10/17 11:05,2017,11,10,11,5
6011,watching the good doctor cuddled up on my cozy couch with my fall scents in my candle warmers _Ÿ˜ç_Ÿ™Œ_Ÿè_âù_ï¸è,0.224,0.0,0.776,0.5994,K_Sheree23,None,1.51046e+12,11/11/17 19:37,2017,11,11,19,37
6013,#thegooddoctor is averaging a stunning 17.4 million viewers this season https://t.co/e0zu3b2gt4,0.224,0.0,0.776,0.3818,vulture,Eastern Time (US & Canada),1.50982e+12,11/4/17 11:04,2017,11,4,11,4
6014,#thegooddoctor is averaging a stunning 17.4 million viewers this season https://t.co/7ybmzfxbbl,0.224,0.0,0.776,0.3818,FOXCinemas,None,1.50982e+12,11/4/17 11:06,2017,11,4,11,6
6015,watching the good doctor and iâ€™m already crying. _Ÿ˜_âù_ï¸è,0.223,0.238,0.538,-0.0516,YomaraReyes1,Central Time (US & Canada),1.5099e+12,11/5/17 9:13,2017,11,5,9,13
6016,the good doctor literally makes me cry every episode.,0.223,0.238,0.538,-0.0516,EmilyAnneHayes1,None,1.50994e+12,11/5/17 19:11,2017,11,5,19,11
6017,"1 more week  and then ""the good doctor"" returns.    is it monday yet??? https://t.co/tsrsu7jyqj",0.223,0.0,0.777,0.533,mjj1434,None,1.51e+12,11/6/17 12:16,2017,11,6,12,16
6018,@nishweiseth @crippledscholar i do now! i actually haven't seen the showâ€”i just love freddie highmore  ha. but if tâ€_ https://t.co/btpjqred70,0.223,0.0,0.777,0.5562,VinesMatthew,Central Time (US & Canada),1.51003e+12,11/6/17 20:52,2017,11,6,20,52
6019,freddie highmore is one of the best actors donâ€™t fight me on this @freddiehighmore,0.223,0.138,0.638,0.3818,ahxx19,Pacific Time (US & Canada),1.51027e+12,11/9/17 15:07,2017,11,9,15,7
6020,retweeted the good doctor (@gooddoctorabc):  when is it time to mock your boss? shaun would like to know.... https://t.co/yolqqmnx4q,0.223,0.116,0.661,0.3818,ErsebetGoreGirl,None,1.51027e+12,11/9/17 16:12,2017,11,9,16,12
6021,i just peeped that shot the good doctor itâ€™s good   but just lowkey annoying,0.223,0.203,0.573,-0.1655,TGLcafe,Quito,1.51027e+12,11/9/17 16:45,2017,11,9,16,45
6022,2 min into the good doctor and already crying tbh,0.223,0.238,0.538,-0.0516,amyzeugirdor,Tijuana,1.51029e+12,11/9/17 21:05,2017,11,9,21,5
6023,no the good doctor episode this week :(,0.223,0.392,0.385,-0.296,aldriinaline,Beijing,1.51029e+12,11/9/17 22:21,2017,11,9,22,21
6024,@athighmore i've been enjoying every episode of the good doctor. my only criticism is it needs to show more of you.â€_ https://t.co/4rok5hz5mj,0.223,0.103,0.674,0.5267,WayneTCG,Eastern Time (US & Canada),1.51045e+12,11/11/17 17:28,2017,11,11,17,28
6025,up ridiculously early (couldnâ€™t sleep).. watched two episodes of the good doctor on sky living. itâ€™s sooo good! addicted already _Ÿ“º _Ÿ‘¨â€çâ_•ï¸è_Ÿ‘Œ_Ÿè_,0.222,0.087,0.691,0.5707,laurah1984_,Amsterdam,1.50987e+12,11/5/17 1:34,2017,11,5,1,34
6026,just watched the first episode of @gooddoctorabc #freddiehighmore is outstanding as dr shaun murphy _Ÿ’œ,0.222,0.0,0.778,0.6124,sharontaylor373,None,1.51001e+12,11/6/17 15:44,2017,11,6,15,44
6027,just turned on the tv to watch the good doctor then to find out it's not airing toning smh,0.222,0.0,0.778,0.5943,Jamtorie,Athens,1.51002e+12,11/6/17 19:15,2017,11,6,19,15
6028,the good doctor skipped a weekend im so fucking upset,0.222,0.243,0.536,-0.0699,snyderstreet680,Arizona,1.51004e+12,11/6/17 22:43,2017,11,6,22,43
6029,the good doctor skipped a week im so fucking upset,0.222,0.243,0.536,-0.0699,snyderstreet680,Arizona,1.51004e+12,11/6/17 22:43,2017,11,6,22,43
